order_id,product_id,quantity,unit_price,line_total
87,2,2,35,70
88,8,2,45,90
88,4,1,78,78
88,12,2,110,220
88,18,3,125,375
89,1,3,45,135
89,6,2,38,76
89,9,2,30,60
90,3,1,40,40
90,5,3,55,165
90,21,3,180,540
90,1,1,45,45
91,11,1,55,55
91,19,1,160,160
91,20,1,120,120
92,22,2,155,310
92,14,2,280,560
92,16,2,145,290
92,20,1,120,120
93,17,1,190,190
93,22,2,155,310
93,10,3,35,105
93,2,1,35,35
94,10,1,35,35
94,11,2,55,110
94,4,3,78,234
95,17,3,190,570
95,18,2,125,250
96,3,3,40,120
96,11,2,55,110
96,19,3,160,480
96,14,3,280,840
97,20,3,120,360
97,15,2,165,330
98,17,3,190,570
98,3,2,40,80
98,13,1,320,320
98,10,2,35,70
99,12,1,110,110
99,21,1,180,180
100,21,1,180,180
100,3,3,40,120
101,21,2,180,360
101,11,1,55,55
101,5,2,55,110
102,10,2,35,70
103,20,3,120,360
104,15,3,165,495
105,2,1,35,35
105,15,2,165,330
106,15,2,165,330
106,17,2,190,380
106,20,2,120,240
106,6,2,38,76
107,3,3,40,120
107,11,3,55,165
107,4,2,78,156
108,19,3,160,480
109,10,3,35,105
110,17,1,190,190
110,12,1,110,110
110,1,2,45,90
110,10,2,35,70
111,17,3,190,570
112,5,1,55,55
112,6,2,38,76
112,20,2,120,240
112,15,3,165,495
113,10,1,35,35
113,16,2,145,290
114,17,3,190,570
114,14,1,280,280
114,6,2,38,76
114,7,1,42,42
115,10,1,35,35
116,8,2,45,90
117,8,2,45,90
117,13,1,320,320
117,3,1,40,40
118,2,2,35,70
118,10,3,35,105
119,3,1,40,40
120,10,1,35,35
121,3,3,40,120
121,4,1,78,78
121,16,3,145,435
121,20,3,120,360
122,20,2,120,240
123,3,3,40,120
123,17,3,190,570
123,18,3,125,375
124,1,2,45,90
124,12,1,110,110
124,3,3,40,120
125,12,3,110,330
126,21,3,180,540
126,6,2,38,76
126,5,1,55,55
126,3,2,40,80
127,18,3,125,375
127,16,1,145,145
127,9,2,30,60
127,2,2,35,70
128,14,2,280,560
128,13,2,320,640
128,15,1,165,165
129,14,1,280,280
130,3,2,40,80
131,12,2,110,220
131,15,2,165,330
131,2,3,35,105
131,20,1,120,120
132,1,3,45,135
132,5,3,55,165
133,12,1,110,110
133,13,3,320,960
133,19,1,160,160
134,19,1,160,160
135,1,3,45,135
136,9,3,30,90
136,15,2,165,330
136,7,3,42,126
137,15,3,165,495
137,3,2,40,80
138,10,1,35,35
138,6,2,38,76
138,21,3,180,540
139,12,3,110,330
140,3,2,40,80
141,19,3,160,480
141,3,1,40,40
141,5,2,55,110
141,11,2,55,110
142,5,3,55,165
142,14,1,280,280
143,8,2,45,90
143,12,1,110,110
143,17,2,190,380
144,20,3,120,360
144,18,3,125,375
144,3,1,40,40
145,1,1,45,45
146,20,3,120,360
146,21,3,180,540
146,1,2,45,90
146,16,3,145,435
147,3,2,40,80
147,2,2,35,70
147,6,2,38,76
147,15,1,165,165
148,13,3,320,960
148,5,3,55,165
148,12,1,110,110
149,5,1,55,55
149,4,2,78,156
150,19,1,160,160
150,11,2,55,110
150,7,3,42,126
151,17,3,190,570
151,15,2,165,330
151,8,1,45,45
151,7,1,42,42
152,4,2,78,156
153,12,3,110,330
153,2,1,35,35
153,13,2,320,640
153,19,3,160,480
154,20,1,120,120
154,22,1,155,155
154,4,2,78,156
155,7,3,42,126
155,20,2,120,240
156,16,1,145,145
156,17,3,190,570
156,15,3,165,495
157,19,3,160,480
157,11,3,55,165
157,17,2,190,380
158,14,3,280,840
159,9,3,30,90
159,21,1,180,180
159,19,3,160,480
159,8,2,45,90
160,2,3,35,105
160,19,1,160,160
161,7,2,42,84
161,14,3,280,840
161,17,3,190,570
161,20,1,120,120
162,17,2,190,380
162,13,3,320,960
162,11,2,55,110
162,6,3,38,114
163,7,2,42,84
163,8,1,45,45
163,9,2,30,60
163,18,2,125,250
164,18,1,125,125
164,9,3,30,90
164,10,3,35,105
165,10,3,35,105
166,7,1,42,42
166,18,3,125,375
166,9,3,30,90
166,5,3,55,165
167,2,2,35,70
167,4,2,78,156
168,14,2,280,560
168,21,2,180,360
169,3,3,40,120
170,6,1,38,38
170,2,3,35,105
170,13,2,320,640
170,16,1,145,145
171,15,3,165,495
171,21,2,180,360
171,18,1,125,125
172,15,2,165,330
172,21,3,180,540
173,6,3,38,114
173,20,2,120,240
174,6,1,38,38
175,15,2,165,330
175,9,2,30,60
176,8,1,45,45
176,2,2,35,70
176,22,2,155,310
177,21,2,180,360
178,15,2,165,330
178,20,2,120,240
179,22,1,155,155
179,20,3,120,360
180,2,3,35,105
181,17,3,190,570
181,15,1,165,165
181,4,3,78,234
182,5,3,55,165
182,17,1,190,190
182,14,3,280,840
182,15,2,165,330
183,1,1,45,45
183,7,1,42,42
183,19,2,160,320
184,2,1,35,35
184,10,3,35,105
184,14,3,280,840
184,6,3,38,114
185,22,3,155,465
186,17,1,190,190
186,5,2,55,110
186,8,2,45,90
186,1,3,45,135
187,12,3,110,330
187,5,1,55,55
187,9,1,30,30
187,7,3,42,126
188,20,1,120,120
189,13,2,320,640
190,8,3,45,135
190,19,3,160,480
190,11,3,55,165
191,10,3,35,105
191,9,3,30,90
191,2,1,35,35
191,18,3,125,375
192,17,2,190,380
192,11,2,55,110
192,14,1,280,280
192,5,3,55,165
193,18,2,125,250
194,7,1,42,42
194,11,2,55,110
194,21,2,180,360
195,22,1,155,155
195,20,3,120,360
195,2,3,35,105
195,3,3,40,120
196,7,1,42,42
197,18,2,125,250
197,11,2,55,110
198,17,1,190,190
198,16,3,145,435
198,15,2,165,330
199,19,1,160,160
200,10,1,35,35
200,5,2,55,110
200,7,3,42,126
200,11,1,55,55
201,21,3,180,540
201,16,2,145,290
201,15,1,165,165
201,6,1,38,38
202,3,3,40,120
203,3,1,40,40
203,5,1,55,55
204,1,3,45,135
204,18,2,125,250
204,14,3,280,840
204,17,2,190,380
205,4,3,78,234
206,9,2,30,60
206,13,2,320,640
206,3,2,40,80
207,21,3,180,540
208,2,1,35,35
208,21,2,180,360
208,1,2,45,90
208,6,3,38,114
209,19,2,160,320
209,16,1,145,145
210,6,2,38,76
211,6,3,38,114
211,19,2,160,320
211,8,3,45,135
212,17,3,190,570
213,20,1,120,120
213,13,3,320,960
213,11,2,55,110
214,6,1,38,38
214,22,3,155,465
214,19,2,160,320
214,13,1,320,320
215,13,2,320,640
215,11,1,55,55
216,4,1,78,78
216,5,2,55,110
216,3,2,40,80
217,12,3,110,330
218,14,3,280,840
218,13,3,320,960
218,3,1,40,40
219,9,2,30,60
219,10,2,35,70
220,16,2,145,290
220,3,1,40,40
220,12,3,110,330
221,5,2,55,110
222,11,1,55,55
222,14,2,280,560
222,21,2,180,360
222,20,3,120,360
223,10,3,35,105
223,21,1,180,180
223,16,2,145,290
224,19,1,160,160
224,18,3,125,375
225,3,2,40,80
225,14,1,280,280
225,22,3,155,465
226,13,2,320,640
226,3,3,40,120
226,15,2,165,330
226,20,3,120,360
227,18,1,125,125
227,20,1,120,120
227,21,1,180,180
228,11,1,55,55
228,14,2,280,560
228,4,1,78,78
228,1,3,45,135
229,12,3,110,330
229,13,3,320,960
229,15,3,165,495
229,22,1,155,155
230,4,3,78,234
231,12,3,110,330
231,16,3,145,435
231,4,2,78,156
231,15,2,165,330
232,21,1,180,180
232,4,3,78,234
232,22,1,155,155
233,15,1,165,165
233,8,1,45,45
233,13,3,320,960
233,21,3,180,540
234,13,3,320,960
234,1,1,45,45
234,7,3,42,126
234,9,1,30,30
235,9,3,30,90
236,19,3,160,480
236,4,1,78,78
236,12,3,110,330
236,15,3,165,495
237,11,1,55,55
237,4,2,78,156
238,14,2,280,560
238,20,2,120,240
238,5,1,55,55
238,19,2,160,320
239,16,1,145,145
239,10,1,35,35
240,16,1,145,145
241,14,2,280,560
241,22,1,155,155
241,16,1,145,145
241,15,3,165,495
242,18,1,125,125
242,10,2,35,70
243,9,3,30,90
244,14,3,280,840
244,4,3,78,234
245,15,1,165,165
246,6,1,38,38
246,20,1,120,120
246,5,3,55,165
246,7,2,42,84
247,10,3,35,105
247,19,3,160,480
247,9,1,30,30
248,5,1,55,55
248,8,3,45,135
249,19,2,160,320
249,21,3,180,540
250,12,2,110,220
250,15,3,165,495
250,16,1,145,145
251,7,2,42,84
251,14,2,280,560
251,16,2,145,290
251,9,3,30,90
252,2,1,35,35
253,15,3,165,495
253,1,1,45,45
253,14,3,280,840
253,7,2,42,84
254,12,3,110,330
255,14,1,280,280
255,21,3,180,540
256,17,2,190,380
256,22,1,155,155
257,16,1,145,145
257,3,2,40,80
258,5,3,55,165
258,13,1,320,320
258,21,1,180,180
259,7,2,42,84
259,21,3,180,540
259,5,3,55,165
260,19,3,160,480
261,21,3,180,540
261,3,3,40,120
261,8,3,45,135
262,13,3,320,960
262,10,1,35,35
263,17,1,190,190
264,12,2,110,220
264,18,1,125,125
264,22,1,155,155
264,6,3,38,114
265,17,2,190,380
265,10,3,35,105
265,21,2,180,360
265,14,1,280,280
266,10,1,35,35
267,19,2,160,320
267,21,3,180,540
267,22,2,155,310
267,3,3,40,120
268,20,3,120,360
268,2,3,35,105
268,10,3,35,105
268,22,1,155,155
269,12,2,110,220
269,17,1,190,190
269,9,3,30,90
269,6,2,38,76
270,9,3,30,90
271,2,1,35,35
271,16,2,145,290
271,19,1,160,160
272,2,1,35,35
273,2,3,35,105
273,18,3,125,375
274,9,2,30,60
274,3,1,40,40
274,19,3,160,480
275,13,1,320,320
276,1,3,45,135
276,12,2,110,220
276,7,3,42,126
276,10,3,35,105
277,18,1,125,125
277,8,1,45,45
278,11,1,55,55
279,17,2,190,380
279,8,2,45,90
280,17,3,190,570
280,14,2,280,560
281,21,1,180,180
281,13,3,320,960
282,9,3,30,90
282,11,3,55,165
282,13,2,320,640
283,19,1,160,160
283,4,1,78,78
284,7,2,42,84
284,15,2,165,330
284,10,1,35,35
285,5,2,55,110
285,3,2,40,80
285,8,3,45,135
286,15,2,165,330
286,18,1,125,125
286,8,1,45,45
286,4,1,78,78
287,22,3,155,465
287,21,3,180,540
287,3,2,40,80
288,11,1,55,55
289,16,2,145,290
289,1,1,45,45
289,13,2,320,640
289,22,1,155,155
290,21,2,180,360
290,10,2,35,70
291,14,3,280,840
291,7,3,42,126
292,16,3,145,435
292,18,3,125,375
292,12,2,110,220
293,1,1,45,45
293,9,2,30,60
294,22,2,155,310
294,8,3,45,135
295,6,3,38,114
295,8,2,45,90
296,19,2,160,320
296,7,3,42,126
297,20,1,120,120
297,8,3,45,135
298,6,1,38,38
298,11,1,55,55
298,2,3,35,105
299,22,1,155,155
299,13,2,320,640
299,19,2,160,320
300,21,3,180,540
300,11,3,55,165
300,6,2,38,76
300,18,1,125,125
301,5,3,55,165
301,6,3,38,114
301,1,2,45,90
302,21,1,180,180
302,19,2,160,320
303,6,3,38,114
303,21,3,180,540
303,3,3,40,120
304,12,2,110,220
305,6,2,38,76
305,14,3,280,840
305,16,2,145,290
305,13,1,320,320
306,3,2,40,80
306,2,2,35,70
306,10,1,35,35
306,1,1,45,45
307,11,3,55,165
308,20,1,120,120
308,14,1,280,280
309,22,1,155,155
309,10,1,35,35
309,8,2,45,90
310,14,1,280,280
311,1,1,45,45
312,13,2,320,640
312,16,1,145,145
312,22,3,155,465
313,15,2,165,330
313,2,2,35,70
314,22,1,155,155
314,4,3,78,234
315,13,3,320,960
316,10,3,35,105
316,3,3,40,120
316,13,3,320,960
316,2,3,35,105
317,7,1,42,42
317,5,2,55,110
318,11,3,55,165
318,3,2,40,80
318,13,3,320,960
319,4,3,78,234
319,14,3,280,840
319,5,1,55,55
319,19,1,160,160
320,9,3,30,90
320,13,3,320,960
320,21,2,180,360
320,16,1,145,145
321,11,2,55,110
321,8,2,45,90
321,2,1,35,35
321,16,2,145,290
322,10,2,35,70
322,15,2,165,330
323,14,3,280,840
323,16,2,145,290
324,5,1,55,55
324,17,1,190,190
324,19,1,160,160
324,1,1,45,45
325,9,2,30,60
325,12,3,110,330
326,16,1,145,145
326,20,2,120,240
326,15,3,165,495
327,10,1,35,35
328,22,2,155,310
328,7,3,42,126
329,21,3,180,540
329,6,1,38,38
330,12,2,110,220
330,15,2,165,330
330,9,3,30,90
330,7,3,42,126
331,18,3,125,375
331,21,2,180,360
331,20,2,120,240
332,9,1,30,30
332,21,1,180,180
332,10,3,35,105
333,22,3,155,465
333,5,2,55,110
333,1,2,45,90
334,19,3,160,480
335,22,1,155,155
335,12,3,110,330
335,17,3,190,570
335,10,1,35,35
336,22,3,155,465
336,11,1,55,55
337,12,2,110,220
337,9,2,30,60
337,19,1,160,160
338,16,1,145,145
339,2,2,35,70
339,5,3,55,165
339,7,2,42,84
339,11,1,55,55
340,21,3,180,540
340,6,1,38,38
340,11,1,55,55
341,16,1,145,145
341,3,3,40,120
342,1,3,45,135
342,2,2,35,70
342,18,1,125,125
342,7,2,42,84
343,8,2,45,90
343,12,1,110,110
344,2,2,35,70
345,22,2,155,310
345,5,1,55,55
345,11,1,55,55
345,16,2,145,290
346,19,3,160,480
347,18,3,125,375
347,20,1,120,120
347,2,3,35,105
348,13,2,320,640
348,4,3,78,234
348,18,1,125,125
348,9,1,30,30
349,22,3,155,465
350,17,3,190,570
351,20,2,120,240
351,7,3,42,126
352,18,2,125,250
353,22,1,155,155
354,17,1,190,190
355,9,1,30,30
355,15,1,165,165
355,2,1,35,35
356,4,1,78,78
357,15,3,165,495
357,20,1,120,120
357,9,2,30,60
358,13,3,320,960
358,16,1,145,145
358,14,1,280,280
359,19,1,160,160
359,16,3,145,435
359,22,2,155,310
359,15,2,165,330
360,4,1,78,78
360,14,2,280,560
360,15,3,165,495
360,2,2,35,70
361,22,3,155,465
361,11,3,55,165
362,16,3,145,435
362,12,3,110,330
363,17,2,190,380
363,16,1,145,145
364,2,3,35,105
364,17,3,190,570
364,8,2,45,90
365,3,1,40,40
365,16,2,145,290
365,15,3,165,495
365,11,3,55,165
366,3,3,40,120
367,11,2,55,110
367,12,2,110,220
367,2,3,35,105
367,8,3,45,135
368,4,2,78,156
368,22,2,155,310
368,8,3,45,135
368,1,2,45,90
369,16,3,145,435
369,5,3,55,165
370,13,1,320,320
371,2,1,35,35
371,21,2,180,360
371,22,2,155,310
371,19,3,160,480
372,18,2,125,250
373,4,3,78,234
373,13,3,320,960
374,9,2,30,60
374,13,2,320,640
375,18,1,125,125
375,11,1,55,55
375,21,1,180,180
376,21,3,180,540
376,6,3,38,114
377,18,3,125,375
377,16,3,145,435
377,19,3,160,480
378,17,1,190,190
379,6,2,38,76
379,10,1,35,35
379,22,1,155,155
380,15,3,165,495
380,4,3,78,234
380,20,3,120,360
381,22,2,155,310
381,2,2,35,70
381,13,3,320,960
382,8,3,45,135
382,21,3,180,540
382,12,3,110,330
382,19,1,160,160
383,17,2,190,380
383,4,1,78,78
384,1,3,45,135
384,11,1,55,55
384,15,1,165,165
385,16,2,145,290
385,19,1,160,160
385,18,3,125,375
386,14,3,280,840
386,18,2,125,250
387,10,3,35,105
387,7,2,42,84
387,20,3,120,360
388,21,3,180,540
388,20,1,120,120
389,18,3,125,375
389,10,2,35,70
389,1,3,45,135
390,11,1,55,55
390,17,1,190,190
391,7,3,42,126
392,18,3,125,375
392,14,1,280,280
393,3,1,40,40
394,9,2,30,60
394,14,2,280,560
395,18,1,125,125
396,12,3,110,330
397,13,1,320,320
397,22,3,155,465
397,1,1,45,45
397,16,1,145,145
398,1,1,45,45
398,18,1,125,125
398,5,1,55,55
399,7,3,42,126
399,12,3,110,330
399,14,1,280,280
400,6,3,38,114
401,10,3,35,105
402,12,3,110,330
402,5,1,55,55
402,22,1,155,155
403,11,3,55,165
403,20,3,120,360
403,22,1,155,155
403,10,3,35,105
404,8,2,45,90
404,21,2,180,360
404,14,1,280,280
405,10,1,35,35
405,16,1,145,145
405,18,3,125,375
406,21,3,180,540
406,3,3,40,120
406,1,1,45,45
407,18,1,125,125
407,16,2,145,290
407,21,2,180,360
408,17,3,190,570
408,3,1,40,40
408,13,3,320,960
408,12,1,110,110
409,6,3,38,114
409,19,3,160,480
410,16,1,145,145
410,8,2,45,90
411,13,1,320,320
411,16,1,145,145
411,15,3,165,495
412,19,2,160,320
412,18,3,125,375
412,6,2,38,76
413,8,2,45,90
413,17,2,190,380
413,13,2,320,640
413,12,3,110,330
414,17,3,190,570
415,22,1,155,155
416,16,3,145,435
416,7,2,42,84
416,19,1,160,160
416,6,1,38,38
417,19,1,160,160
418,22,2,155,310
419,8,3,45,135
419,14,1,280,280
420,22,2,155,310
420,11,3,55,165
421,1,1,45,45
422,6,2,38,76
423,3,2,40,80
424,17,3,190,570
424,14,3,280,840
424,12,2,110,220
424,2,1,35,35
425,5,1,55,55
425,9,2,30,60
425,16,3,145,435
425,8,3,45,135
426,17,1,190,190
427,4,3,78,234
427,5,3,55,165
427,14,2,280,560
428,22,2,155,310
428,13,3,320,960
428,7,3,42,126
429,10,3,35,105
429,19,2,160,320
429,12,3,110,330
430,4,3,78,234
430,7,2,42,84
431,21,2,180,360
431,1,3,45,135
431,3,2,40,80
431,5,1,55,55
432,13,2,320,640
433,21,2,180,360
433,16,1,145,145
434,20,3,120,360
435,12,1,110,110
436,12,1,110,110
436,22,3,155,465
436,13,1,320,320
436,19,3,160,480
437,12,3,110,330
437,9,1,30,30
437,8,2,45,90
438,18,1,125,125
439,15,2,165,330
439,13,1,320,320
439,19,2,160,320
440,9,1,30,30
441,12,3,110,330
441,17,2,190,380
441,18,1,125,125
441,1,2,45,90
442,16,2,145,290
442,11,1,55,55
443,8,1,45,45
443,9,1,30,30
444,4,1,78,78
445,16,2,145,290
446,17,2,190,380
446,9,1,30,30
447,17,2,190,380
448,11,2,55,110
448,1,3,45,135
448,22,1,155,155
448,7,2,42,84
449,9,3,30,90
449,16,2,145,290
450,12,2,110,220
450,13,1,320,320
450,9,3,30,90
451,8,2,45,90
451,18,1,125,125
451,14,1,280,280
452,21,3,180,540
452,17,3,190,570
453,13,1,320,320
454,15,3,165,495
455,12,1,110,110
455,1,2,45,90
455,14,3,280,840
456,12,3,110,330
456,11,2,55,110
456,22,3,155,465
457,6,2,38,76
457,21,2,180,360
458,11,2,55,110
458,8,2,45,90
459,12,2,110,220
459,19,1,160,160
459,17,1,190,190
459,15,1,165,165
460,7,1,42,42
461,1,2,45,90
462,3,2,40,80
462,21,2,180,360
463,5,1,55,55
463,17,1,190,190
464,18,3,125,375
464,15,3,165,495
464,5,1,55,55
465,12,1,110,110
465,16,1,145,145
465,18,2,125,250
466,1,3,45,135
467,16,2,145,290
467,10,3,35,105
467,1,1,45,45
467,14,1,280,280
468,8,2,45,90
468,6,1,38,38
468,21,2,180,360
468,13,1,320,320
469,14,1,280,280
469,7,1,42,42
469,3,2,40,80
470,7,1,42,42
470,11,3,55,165
470,1,1,45,45
470,5,1,55,55
471,8,1,45,45
472,16,3,145,435
472,12,1,110,110
472,15,2,165,330
473,3,1,40,40
473,18,2,125,250
473,16,2,145,290
473,6,1,38,38
474,8,3,45,135
474,2,1,35,35
474,7,3,42,126
474,15,3,165,495
475,21,3,180,540
475,2,3,35,105
476,2,1,35,35
476,22,1,155,155
476,7,3,42,126
477,13,1,320,320
478,12,1,110,110
478,3,1,40,40
479,2,2,35,70
480,8,2,45,90
480,11,2,55,110
480,18,3,125,375
480,21,1,180,180
481,16,3,145,435
482,18,2,125,250
482,12,3,110,330
483,15,2,165,330
483,10,3,35,105
484,1,2,45,90
484,20,3,120,360
485,17,2,190,380
485,22,3,155,465
486,4,1,78,78
486,17,1,190,190
486,22,1,155,155
487,4,3,78,234
487,2,3,35,105
488,8,1,45,45
488,20,1,120,120
488,3,3,40,120
489,12,3,110,330
489,2,1,35,35
489,20,3,120,360
489,9,1,30,30
490,18,1,125,125
490,13,1,320,320
491,4,3,78,234
491,21,2,180,360
491,19,3,160,480
491,12,3,110,330
492,17,3,190,570
492,11,3,55,165
492,22,2,155,310
492,6,2,38,76
493,11,3,55,165
493,20,1,120,120
493,8,2,45,90
493,19,3,160,480
494,10,3,35,105
495,7,1,42,42
495,11,3,55,165
496,4,2,78,156
496,2,2,35,70
497,9,1,30,30
497,10,3,35,105
498,16,1,145,145
498,6,3,38,114
498,19,3,160,480
499,11,2,55,110
500,2,3,35,105
500,10,3,35,105
500,17,1,190,190
500,11,2,55,110
501,15,1,165,165
501,20,1,120,120
501,19,2,160,320
501,17,2,190,380
502,18,2,125,250
503,5,3,55,165
503,16,1,145,145
504,8,2,45,90
504,3,2,40,80
505,14,2,280,560
505,12,3,110,330
505,7,3,42,126
505,11,1,55,55
506,15,1,165,165
506,2,1,35,35
507,8,3,45,135
508,10,2,35,70
509,18,2,125,250
509,17,3,190,570
510,9,1,30,30
511,21,3,180,540
511,1,2,45,90
511,3,3,40,120
511,13,3,320,960
512,8,2,45,90
512,13,2,320,640
512,17,3,190,570
512,4,3,78,234
513,2,1,35,35
514,1,3,45,135
514,12,2,110,220
515,21,2,180,360
516,11,3,55,165
516,13,1,320,320
517,19,2,160,320
517,5,2,55,110
518,19,3,160,480
518,18,1,125,125
519,5,2,55,110
519,21,1,180,180
519,19,3,160,480
519,6,3,38,114
520,14,3,280,840
520,10,3,35,105
520,15,3,165,495
521,20,3,120,360
522,8,1,45,45
522,22,2,155,310
523,21,2,180,360
523,12,2,110,220
523,6,1,38,38
523,13,1,320,320
524,8,1,45,45
524,22,2,155,310
524,7,3,42,126
524,3,2,40,80
525,20,3,120,360
526,17,1,190,190
527,2,3,35,105
527,18,1,125,125
527,13,1,320,320
527,17,2,190,380
528,10,1,35,35
528,20,2,120,240
528,2,3,35,105
528,17,2,190,380
529,13,2,320,640
529,14,2,280,560
530,9,2,30,60
531,15,3,165,495
532,13,2,320,640
532,18,1,125,125
533,6,2,38,76
533,2,2,35,70
534,7,3,42,126
534,1,2,45,90
535,8,2,45,90
535,7,2,42,84
535,19,2,160,320
535,22,2,155,310
536,20,1,120,120
536,21,1,180,180
536,18,1,125,125
537,22,3,155,465
538,6,3,38,114
538,22,3,155,465
538,10,3,35,105
538,20,3,120,360
539,2,2,35,70
539,3,2,40,80
539,10,2,35,70
540,5,3,55,165
540,4,2,78,156
540,9,3,30,90
540,11,1,55,55
541,16,3,145,435
542,9,3,30,90
542,17,2,190,380
542,19,1,160,160
543,20,3,120,360
543,8,2,45,90
544,7,3,42,126
545,1,1,45,45
545,21,3,180,540
546,1,2,45,90
546,4,2,78,156
546,22,2,155,310
547,22,3,155,465
547,16,1,145,145
547,2,2,35,70
548,2,3,35,105
548,17,3,190,570
548,10,2,35,70
548,19,3,160,480
549,5,2,55,110
550,6,3,38,114
550,20,2,120,240
550,4,3,78,234
550,10,1,35,35
551,10,1,35,35
551,7,2,42,84
551,17,1,190,190
551,6,1,38,38
552,7,2,42,84
552,11,3,55,165
553,7,2,42,84
553,2,2,35,70
554,11,2,55,110
555,21,1,180,180
555,7,1,42,42
